,Date Local,County Code,State Code,Site Num,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
38430,2008-03-31,25,6.0,5.0,14.434783,50.0,20.0,47.0,0.029458,0.05,10.0,42.0,0.17981350000000001,1.0,21.5,3.25,0.5971015,1.6,21.5,9.0
38445,2008-04-01,25,6.0,5.0,14.869565,43.0,19.0,41.0,0.036083,0.059,10.0,50.0,0.7192545,2.5,18.5,3.25,0.7137685,1.2000000000000002,3.0,10.0
38460,2008-04-02,25,6.0,5.0,12.0,39.0,7.0,37.0,0.0345,0.047,9.0,40.0,0.769565,2.6500000000000004,13.0,3.75,0.6740035,1.25,8.0,8.5
38475,2008-04-03,25,6.0,5.0,7.521739,36.0,20.0,34.0,0.027375,0.039,10.0,33.0,0.0,0.0,1.0,1.0,0.500453,1.0499999999999998,20.0,6.75
38490,2008-04-04,25,6.0,5.0,10.666667,26.0,6.0,25.0,0.0464,0.055,10.0,47.0,0.072619,0.6499999999999999,11.5,1.5,0.5297620000000001,0.9000000000000001,2.5,6.75
38505,2008-04-05,25,6.0,5.0,4.0,6.0,7.0,6.0,0.043083,0.052000000000000005,9.0,44.0,0.0,0.0,1.0,1.5,0.3636775,0.4,3.0,4.5
38520,2008-04-06,25,6.0,5.0,3.826087,5.0,13.0,5.0,0.043625,0.054000000000000006,10.0,46.0,0.0,0.0,1.0,1.0,0.40217400000000003,0.5,14.5,5.25
38535,2008-04-07,25,6.0,5.0,5.782609,12.0,5.0,11.0,0.049583,0.061,11.0,54.0,0.021739,0.5,2.5,2.25,0.421286,0.5,9.5,5.0
38550,2008-04-08,25,6.0,5.0,6.086957,18.0,6.0,17.0,0.051083,0.061,10.0,54.0,0.0,0.0,1.0,1.0,0.446739,0.6,6.5,5.25
38565,2008-04-09,25,6.0,5.0,5.043478,13.0,16.0,12.0,0.048542,0.054000000000000006,10.0,46.0,0.0,0.0,1.0,5.0,0.4,0.44999999999999996,10.0,5.5
38580,2008-04-10,25,6.0,5.0,18.913043,56.0,20.0,53.0,0.032292,0.058,10.0,49.0,0.3596275,2.6500000000000004,22.5,3.75,0.7413045,2.5999999999999996,22.0,15.0
38595,2008-04-11,25,6.0,5.0,16.857143,44.0,0.0,42.0,0.0394,0.055,10.0,47.0,0.5678574999999999,1.7999999999999998,1.0,3.0,0.8983335000000001,1.95,0.5,18.5
38610,2008-04-12,25,6.0,5.0,10.913043,39.0,21.0,37.0,0.036083,0.054000000000000006,9.0,46.0,0.24472049999999998,1.0,14.0,1.75,0.58125,1.05,22.0,7.5
38625,2008-04-13,25,6.0,5.0,8.478261,31.0,20.0,29.0,0.033375,0.051,10.0,43.0,0.0,0.0,1.0,1.0,0.5634055,0.8999999999999999,10.0,7.5
38640,2008-04-14,25,6.0,5.0,10.521739,33.0,6.0,31.0,0.040208,0.057,11.0,48.0,0.40279499999999996,1.65,16.0,4.0,0.59529,0.9000000000000001,3.0,6.5
38655,2008-04-15,25,6.0,5.0,9.73913,34.0,6.0,32.0,0.048917,0.059,15.0,50.0,0.352795,1.7999999999999998,7.5,5.5,0.6317934999999999,1.25,6.5,8.0
38670,2008-04-16,25,6.0,5.0,11.608696,32.0,20.0,30.0,0.037583,0.06,9.0,51.0,0.043167500000000004,0.6499999999999999,20.0,6.75,0.549185,0.7000000000000001,13.5,6.5
38685,2008-04-17,25,6.0,5.0,20.434783,52.0,20.0,49.0,0.0285,0.056,10.0,47.0,0.8062109999999999,2.3,6.5,7.0,0.90154,2.05,22.0,12.75
38700,2008-04-18,25,6.0,5.0,22.428571,60.0,19.0,57.0,0.046,0.06,21.0,51.0,0.8500000000000001,2.5,3.5,9.0,1.1741665000000001,2.6500000000000004,6.0,20.5
38715,2008-04-19,25,6.0,5.0,9.391304,39.0,6.0,37.0,0.05025,0.056,8.0,47.0,0.2661495,1.5,7.5,8.25,0.569565,1.0,3.5,10.0
38730,2008-04-20,25,6.0,5.0,3.73913,6.0,5.0,6.0,0.06075,0.069,12.0,80.0,0.0,0.0,1.0,0.75,0.4298915,0.5,12.0,5.0
38745,2008-04-21,25,6.0,5.0,13.434783,40.0,6.0,38.0,0.0485,0.07200000000000001,10.0,90.0,0.08633550000000001,0.6499999999999999,8.0,1.0,0.576812,1.0,6.5,6.5
38760,2008-04-22,25,6.0,5.0,12.0,41.0,5.0,39.0,0.058042,0.078,9.0,106.0,0.0,0.0,1.0,2.5,0.5699275,1.0499999999999998,5.0,7.25
38775,2008-04-23,25,6.0,5.0,3.521739,5.0,7.0,5.0,0.04625,0.051,21.0,43.0,0.0,0.0,1.0,0.75,0.41902150000000005,0.5,15.5,5.0
38790,2008-04-24,25,6.0,5.0,7.913042999999999,24.0,19.0,23.0,0.049042,0.064,10.0,64.0,0.0,0.0,1.0,1.0,0.474638,0.55,7.5,5.0
38805,2008-04-25,25,6.0,5.0,14.333332999999998,53.0,20.0,50.0,0.0403,0.06,10.0,51.0,0.5535715,2.3,20.0,5.25,0.555119,1.4,21.0,8.0
38820,2008-04-26,25,6.0,5.0,9.347826,26.0,20.0,25.0,0.043,0.062,9.0,58.0,0.8059005,1.0,1.0,1.5,0.5248185,0.7999999999999999,10.0,7.75
38835,2008-04-27,25,6.0,5.0,6.347826,18.0,19.0,17.0,0.045958,0.061,9.0,54.0,0.331056,1.0,1.0,0.75,0.45307949999999997,0.6,9.5,5.5
38850,2008-04-28,25,6.0,5.0,20.782609,65.0,20.0,63.0,0.035167000000000004,0.064,10.0,64.0,1.150932,2.6500000000000004,22.0,3.25,0.7250905,1.9,21.0,12.0
38865,2008-04-29,25,6.0,5.0,19.695652,60.0,7.0,57.0,0.046375,0.064,9.0,64.0,3.215528,9.0,9.5,11.5,0.9512685,1.85,4.5,14.0
38880,2008-04-30,25,6.0,5.0,4.434783,8.0,5.0,8.0,0.061292,0.066,8.0,71.0,0.43882,1.0,7.0,2.25,0.472464,0.5,6.5,4.75
38895,2008-05-01,25,6.0,5.0,11.434783,58.0,20.0,55.0,0.042375,0.063,9.0,61.0,0.5397514999999999,1.65,22.0,6.25,0.63279,1.45,22.0,8.75
38910,2008-05-02,25,6.0,5.0,19.047619,56.0,20.0,53.0,0.03905,0.061,10.0,54.0,0.934524,2.0,12.5,3.75,0.8263095,1.6500000000000001,11.5,11.0
38925,2008-05-03,25,6.0,5.0,10.0,29.0,0.0,27.0,0.054458000000000006,0.07400000000000001,9.0,97.0,1.5180125,4.5,14.0,6.75,0.7156705000000001,1.15,0.0,11.5
38939,2008-05-04,25,6.0,5.0,5.391304,21.0,5.0,20.0,0.04625,0.063,7.0,61.0,1.4027950000000002,3.8,14.0,5.5,0.578623,0.8500000000000001,5.0,6.25
38954,2008-05-05,25,6.0,5.0,4.608696,7.0,3.0,7.0,0.04075,0.051,11.0,43.0,0.8490679999999999,1.0,1.0,4.0,0.5917574999999999,0.7000000000000001,4.5,5.75
38969,2008-05-06,25,6.0,5.0,9.565217,23.0,19.0,22.0,0.035375,0.051,9.0,43.0,1.2229809999999999,3.5,19.0,7.25,0.7321555,0.8500000000000001,7.0,7.5
38984,2008-05-07,25,6.0,5.0,9.086957,28.0,5.0,26.0,0.041167,0.052000000000000005,8.0,44.0,1.920807,4.65,13.0,7.5,0.857337,1.25,7.0,8.5
38999,2008-05-08,25,6.0,5.0,10.304348,34.0,19.0,32.0,0.048083,0.067,10.0,74.0,0.9496895,1.0,4.5,1.0,0.7683880000000001,1.0,12.5,7.0
39014,2008-05-09,25,6.0,5.0,8.952380999999997,45.0,6.0,42.0,0.0539,0.065,9.0,67.0,1.1214285,2.0,8.5,3.25,0.627381,1.3,6.5,8.5
39029,2008-05-10,25,6.0,5.0,11.478261,44.0,21.0,42.0,0.050292,0.076,11.0,101.0,1.1798134999999998,2.5,22.0,4.0,0.541214,1.0,21.5,7.0
39044,2008-05-11,25,6.0,5.0,6.26087,18.0,5.0,17.0,0.048292,0.057,9.0,48.0,1.9925465,4.65,9.0,6.25,0.5268120000000001,0.8,2.5,7.25
39059,2008-05-12,25,6.0,5.0,6.26087,17.0,5.0,16.0,0.049417,0.056,9.0,47.0,0.712422,1.7999999999999998,7.5,3.25,0.4637685,0.6499999999999999,7.0,5.25
39074,2008-05-13,25,6.0,5.0,7.8260869999999985,23.0,20.0,22.0,0.04675,0.061,10.0,54.0,0.043167500000000004,0.6499999999999999,22.5,2.25,0.417029,0.5,5.0,5.25
39089,2008-05-14,25,6.0,5.0,18.391304,66.0,20.0,64.0,0.040083,0.066,10.0,71.0,0.8490679999999999,3.5,21.5,8.5,0.5527175,1.5499999999999998,21.5,11.25
39104,2008-05-15,25,6.0,5.0,11.130435,39.0,0.0,37.0,0.028458,0.037000000000000005,7.0,31.0,1.3096275,2.0,1.0,3.25,0.521558,1.25,0.0,11.5
39119,2008-05-16,25,6.0,5.0,16.047619,39.0,22.0,37.0,0.032,0.05,9.0,42.0,0.4678575,2.3,3.5,4.5,0.5086905,0.9000000000000001,22.5,6.25
39134,2008-05-17,25,6.0,5.0,15.478260999999998,63.0,20.0,61.0,0.03925,0.066,10.0,71.0,0.2878885,1.5,21.5,2.5,0.6663045,1.7,21.0,8.5
39149,2008-05-18,25,6.0,5.0,15.086957,47.0,7.0,44.0,0.041375,0.066,9.0,71.0,1.460559,6.800000000000001,7.5,9.0,0.67971,1.15,2.5,8.5
39164,2008-05-19,25,6.0,5.0,16.043478,55.0,7.0,52.0,0.037833,0.059,9.0,50.0,2.2586955,9.65,7.5,12.0,0.7166665,1.4,7.0,9.75
39179,2008-05-20,25,6.0,5.0,12.26087,39.0,7.0,37.0,0.03425,0.058,9.0,49.0,1.5826085,8.0,8.0,10.75,0.6550725,1.35,8.0,10.0
39194,2008-05-21,25,6.0,5.0,4.391304,5.0,6.0,5.0,0.049875,0.057,11.0,48.0,0.0,0.0,1.0,0.75,0.40018149999999997,0.44999999999999996,5.0,3.75
39208,2008-05-22,25,6.0,5.0,4.304348,7.0,5.0,7.0,0.044625,0.05,7.0,42.0,0.0,0.0,1.0,0.25,0.40434800000000004,0.44999999999999996,1.5,3.75
39223,2008-05-23,25,6.0,5.0,8.952380999999997,26.0,6.0,25.0,0.0405,0.047,7.0,40.0,0.0,0.0,1.0,0.25,0.5409525,0.9000000000000001,9.0,6.0
39238,2008-05-24,25,6.0,5.0,4.608696,10.0,10.0,9.0,0.049083,0.059,10.0,50.0,0.0,0.0,1.0,0.25,0.5276270000000001,0.6,9.5,5.25
39253,2008-05-25,25,6.0,5.0,3.26087,4.0,0.0,4.0,0.047,0.056,9.0,47.0,0.0,0.0,1.0,1.5,0.5,0.5,0.0,4.5
39268,2008-05-26,25,6.0,5.0,3.391304,6.0,21.0,6.0,0.041833,0.05,11.0,42.0,0.0,0.0,1.0,1.5,0.5,0.5,0.0,4.5
39283,2008-05-27,25,6.0,5.0,6.608696000000001,16.0,5.0,15.0,0.049625,0.066,11.0,71.0,0.0,0.0,1.0,1.5,0.5531705,0.6,7.5,5.25
39298,2008-05-28,25,6.0,5.0,7.478261,40.0,6.0,38.0,0.038167,0.045,7.0,38.0,0.0,0.0,1.0,0.25,0.572464,1.0,6.0,6.0
39313,2008-05-29,25,6.0,5.0,4.913043,8.0,6.0,8.0,0.054541999999999986,0.068,11.0,77.0,0.0,0.0,1.0,0.25,0.5021739999999999,0.55,7.0,4.5
39328,2008-05-30,25,6.0,5.0,5.714286,12.0,5.0,11.0,0.0617,0.073,10.0,93.0,0.0,0.0,1.0,1.0,0.48333349999999997,0.5,1.0,4.5
39343,2008-05-31,25,6.0,5.0,4.782609,12.0,1.0,11.0,0.056458,0.068,10.0,77.0,0.48944100000000007,3.6500000000000004,1.5,5.5,0.4593295,0.8,3.0,5.25
39358,2008-06-01,25,6.0,5.0,3.173913,6.0,7.0,6.0,0.055167,0.059,10.0,50.0,0.0,0.0,1.0,0.25,0.380888,0.4,2.5,3.75
39373,2008-06-02,25,6.0,5.0,3.608696,8.0,19.0,8.0,0.0575,0.066,11.0,71.0,0.0,0.0,1.0,0.25,0.45317050000000003,0.5,8.5,4.75
39388,2008-06-03,25,6.0,5.0,4.434783,7.0,5.0,7.0,0.056375,0.067,9.0,74.0,0.0,0.0,1.0,0.75,0.472464,0.5,6.5,4.75
39403,2008-06-04,25,6.0,5.0,9.782609,49.0,6.0,46.0,0.045167,0.053,8.0,45.0,0.47484499999999996,4.15,7.0,5.5,0.6084240000000001,1.2,7.0,8.25
39418,2008-06-05,25,6.0,5.0,13.869565,55.0,21.0,52.0,0.035042000000000004,0.06,10.0,51.0,0.3596275,2.6500000000000004,22.0,3.25,0.7083335000000001,1.75,22.0,12.0
39432,2008-06-06,25,6.0,5.0,24.52381,73.0,6.0,71.0,0.0382,0.062,7.0,58.0,1.777381,4.0,8.5,7.5,1.0213095,2.0,4.0,16.25
39446,2008-06-07,25,6.0,5.0,10.26087,21.0,21.0,20.0,0.036542000000000005,0.059,9.0,50.0,1.172671,2.8,7.5,3.75,0.691395,0.8500000000000001,8.5,7.5
39460,2008-06-08,25,6.0,5.0,13.26087,47.0,23.0,44.0,0.04175,0.07200000000000001,11.0,90.0,1.1009320000000002,4.0,8.0,5.5,0.7877715000000001,1.15,15.0,8.25
39473,2008-06-09,25,6.0,5.0,23.347826,62.0,22.0,60.0,0.039125,0.064,10.0,64.0,1.122671,3.0,22.0,4.5,1.0285325,1.85,13.5,13.25
39485,2008-06-10,25,6.0,5.0,16.0,65.0,7.0,63.0,0.050333,0.067,10.0,74.0,2.4891305,10.149999999999999,9.5,14.5,0.934239,1.8000000000000003,7.5,13.5
39498,2008-06-11,25,6.0,5.0,14.652174,39.0,7.0,37.0,0.046542,0.075,11.0,100.0,1.0645959999999999,3.5,14.0,5.5,0.743025,1.1,7.0,8.0
39511,2008-06-12,25,6.0,5.0,13.304348,33.0,19.0,31.0,0.0235,0.042,9.0,36.0,1.5251549999999998,2.6500000000000004,10.5,7.0,0.806703,1.1,18.0,7.75
39524,2008-06-13,25,6.0,5.0,16.809524,36.0,20.0,34.0,0.03375,0.065,7.0,67.0,1.9261905000000001,4.8,13.5,10.0,0.8511905,1.2,6.0,8.75
39537,2008-06-14,25,6.0,5.0,14.130435,49.0,6.0,46.0,0.053625,0.08800000000000001,10.0,132.0,1.404348,7.300000000000001,6.5,13.5,0.8335144999999999,1.5,6.0,10.25
39549,2008-06-15,25,6.0,5.0,13.782609,36.0,3.0,34.0,0.023583,0.049,8.0,42.0,1.4391305,3.1500000000000004,11.5,5.25,0.7961955,1.05,5.0,7.75
39561,2008-06-16,25,6.0,5.0,16.304348,31.0,7.0,29.0,0.025083,0.062,9.0,58.0,2.2658385,4.0,13.0,4.5,1.025725,1.2999999999999998,7.5,11.0
39574,2008-06-17,25,6.0,5.0,13.304348,26.0,7.0,25.0,0.032875,0.059,10.0,50.0,1.309317,3.3,11.0,4.75,1.0613225,1.45,7.5,11.5
39588,2008-06-18,25,6.0,5.0,10.956522,29.0,7.0,27.0,0.040667,0.058,10.0,49.0,1.2878885,3.6500000000000004,9.5,4.75,0.9230075,1.5,6.5,11.5
39602,2008-06-19,25,6.0,5.0,13.956522,48.0,7.0,45.0,0.046042,0.066,8.0,71.0,0.496584,3.5,7.5,4.75,0.8083335,1.4500000000000002,6.5,10.0
39616,2008-06-20,25,6.0,5.0,12.904762,47.0,6.0,44.0,0.04685,0.064,7.0,64.0,0.3464285,3.1500000000000004,8.5,6.0,0.590238,1.35,6.0,8.0
39630,2008-06-21,25,6.0,5.0,11.0,28.0,2.0,26.0,0.0355,0.059,10.0,50.0,1.331056,5.5,11.0,7.0,0.5230980000000001,0.8999999999999999,8.0,7.0
39644,2008-06-22,25,6.0,5.0,9.130435,36.0,1.0,34.0,0.031167,0.052000000000000005,11.0,44.0,0.6260870000000001,2.6500000000000004,10.5,4.5,0.5617749999999999,0.9000000000000001,3.5,6.5
39658,2008-06-23,25,6.0,5.0,8.652174,26.0,8.0,25.0,0.039417,0.066,10.0,71.0,1.3378885,6.5,10.0,7.75,0.48279,0.8,7.5,6.5
39672,2008-06-24,25,6.0,5.0,10.130435,24.0,7.0,23.0,0.038292,0.06,10.0,51.0,0.4245345,2.0,8.5,4.0,0.508424,0.8500000000000001,7.5,6.5
39686,2008-06-25,25,6.0,5.0,7.130435,15.0,2.0,14.0,0.038,0.064,12.0,64.0,0.1080745,0.8,6.5,1.0,0.5,0.6499999999999999,6.5,5.5
39700,2008-06-26,25,6.0,5.0,10.217391,28.0,7.0,26.0,0.044375,0.065,10.0,67.0,0.0,0.0,1.0,1.5,0.48740949999999994,0.75,7.0,6.0
39714,2008-06-27,25,6.0,5.0,11.0,23.0,20.0,22.0,0.0307,0.053,7.0,45.0,1.1392855,4.8,13.5,7.5,0.611905,0.75,8.5,7.25
39728,2008-06-28,25,6.0,5.0,11.913043,24.0,21.0,23.0,0.032,0.065,9.0,67.0,1.3307455,3.5,7.5,5.5,0.6642210000000001,0.8500000000000001,6.0,7.5
39742,2008-06-29,25,6.0,5.0,8.347826,31.0,6.0,29.0,0.040583,0.055,8.0,47.0,0.22298099999999998,1.65,7.5,4.0,0.6248184999999999,1.05,5.5,8.0
39756,2008-06-30,25,6.0,5.0,7.782609,20.0,5.0,19.0,0.039542,0.053,9.0,45.0,0.0,0.0,1.0,0.25,0.5488225,0.6499999999999999,13.0,5.75
39770,2008-07-01,25,6.0,5.0,11.565217,34.0,7.0,32.0,0.040542,0.071,10.0,87.0,1.222671,5.300000000000001,10.5,7.5,0.6278984999999999,0.95,9.0,7.25
39784,2008-07-02,25,6.0,5.0,13.347826,25.0,22.0,24.0,0.0155,0.032,10.0,27.0,1.0357145,2.8,22.5,3.25,0.879529,1.15,21.0,10.25
39799,2008-07-03,25,6.0,5.0,11.238095,20.0,0.0,19.0,0.0255,0.049,7.0,42.0,0.3821425,2.6500000000000004,1.0,4.5,0.9783335,1.1,0.0,10.0
39814,2008-07-04,25,6.0,5.0,7.521739,20.0,20.0,19.0,0.019875,0.029,10.0,25.0,0.0,0.0,1.0,3.25,0.974366,1.1,4.0,8.75
39829,2008-07-05,25,6.0,5.0,7.478261,20.0,20.0,19.0,0.018208,0.03,9.0,25.0,0.08633550000000001,0.8,16.5,1.75,0.9766305000000001,1.05,10.0,9.0
39844,2008-07-06,25,6.0,5.0,9.652174,24.0,22.0,23.0,0.023292,0.045,9.0,38.0,0.17981350000000001,1.0,12.5,1.5,1.0850545,1.15,1.0,10.5
39858,2008-07-07,25,6.0,5.0,10.130435,28.0,22.0,26.0,0.033667,0.07200000000000001,11.0,90.0,0.6257765,1.65,13.0,2.25,1.0450184999999999,1.2999999999999998,22.5,10.75
39872,2008-07-08,25,6.0,5.0,10.913043,24.0,20.0,23.0,0.030875,0.053,9.0,45.0,0.2661495,1.0,1.0,1.5,1.116576,1.3,0.5,11.5
39886,2008-07-09,25,6.0,5.0,7.391303999999999,19.0,19.0,18.0,0.02775,0.04,10.0,34.0,0.08633550000000001,0.8,22.0,1.5,1.038225,1.1,8.0,10.0
39901,2008-07-10,25,6.0,5.0,6.26087,11.0,9.0,10.0,0.024,0.028,9.0,24.0,0.5108695000000001,1.0,4.0,1.0,1.0701990000000001,1.25,10.5,10.75
39916,2008-07-11,25,6.0,5.0,6.6190479999999985,18.0,22.0,17.0,0.0285,0.035,11.0,30.0,0.7654764999999999,1.7999999999999998,15.5,4.0,0.737262,0.95,1.0,8.5
39931,2008-07-12,25,6.0,5.0,7.043478,16.0,20.0,15.0,0.025417,0.046,10.0,39.0,0.467702,1.0,10.0,1.5,0.568025,0.6499999999999999,8.0,5.5
39946,2008-07-13,25,6.0,5.0,5.565217,10.0,6.0,9.0,0.02425,0.039,9.0,33.0,1.2590065000000001,2.6500000000000004,10.0,4.0,0.45923899999999995,0.6,2.5,5.25
39961,2008-07-14,25,6.0,5.0,8.521739,28.0,20.0,26.0,0.024875,0.039,10.0,33.0,0.92795,1.65,10.0,3.0,0.48523550000000004,0.75,14.0,5.5
39976,2008-07-15,25,6.0,5.0,11.869565,37.0,6.0,35.0,0.036167000000000005,0.049,9.0,42.0,1.2947205000000002,4.15,9.0,6.0,0.408152,0.9500000000000001,6.5,5.5
39991,2008-07-16,25,6.0,5.0,14.347826,49.0,6.0,46.0,0.046292,0.065,10.0,67.0,2.5102485,8.65,10.0,12.25,0.43596,1.2,7.5,7.0
40006,2008-07-17,25,6.0,5.0,12.913043,34.0,7.0,32.0,0.051375,0.087,9.0,129.0,1.7841615000000002,3.8,11.0,6.0,0.31884049999999997,0.75,6.5,5.5
40021,2008-07-18,25,6.0,5.0,15.304348,31.0,7.0,29.0,0.032375,0.064,9.0,64.0,2.1006215,6.300000000000001,10.5,8.25,0.2663045,0.65,8.0,4.75
40036,2008-07-19,25,6.0,5.0,5.8695650000000015,18.0,0.0,17.0,0.031583,0.041,8.0,35.0,0.40310599999999996,1.0,1.0,2.25,0.29782600000000004,0.35000000000000003,3.0,2.25
40051,2008-07-20,25,6.0,5.0,8.086957,32.0,22.0,30.0,0.02375,0.034,9.0,29.0,0.302174,0.8,13.5,4.0,0.3020835,0.4,1.0,4.0
40066,2008-07-21,25,6.0,5.0,10.782609,26.0,7.0,25.0,0.030458,0.057,9.0,48.0,1.0357145,2.0,10.0,3.0,0.38505449999999997,0.75,8.0,5.25
40081,2008-07-22,25,6.0,5.0,9.304348,26.0,7.0,25.0,0.033917,0.051,10.0,43.0,0.6763975000000001,2.5,8.0,3.25,0.24610500000000002,0.65,7.0,4.5
40096,2008-07-23,25,6.0,5.0,16.391304,41.0,6.0,39.0,0.041875,0.07400000000000001,10.0,97.0,1.7838505,5.300000000000001,11.0,7.0,0.13831500000000002,0.55,7.0,3.75
40111,2008-07-24,25,6.0,5.0,8.391304,18.0,19.0,17.0,0.023667,0.034,9.0,29.0,0.22298099999999998,2.15,11.0,3.25,0.09166650000000001,0.2,8.5,1.5
40126,2008-07-25,25,6.0,5.0,9.652174,28.0,21.0,26.0,0.023333,0.041,8.0,35.0,0.043167500000000004,0.6499999999999999,22.0,1.75,0.249185,0.35000000000000003,8.5,2.5
40141,2008-07-26,25,6.0,5.0,8.695652,22.0,20.0,21.0,0.019208000000000003,0.032,9.0,27.0,0.136646,1.0,10.0,1.75,0.3125,0.44999999999999996,8.0,4.0
40156,2008-07-27,25,6.0,5.0,6.043478,12.0,19.0,11.0,0.027167,0.038,9.0,32.0,0.17981350000000001,1.0,9.5,1.0,0.25525349999999997,0.35000000000000003,0.5,2.25
40171,2008-07-28,25,6.0,5.0,9.217391,25.0,6.0,24.0,0.030958,0.058,9.0,49.0,0.6329195000000001,1.65,10.5,2.5,0.265761,0.5,7.5,4.0
40186,2008-07-29,25,6.0,5.0,11.304348,26.0,19.0,25.0,0.025375,0.052000000000000005,9.0,44.0,1.6254655,5.300000000000001,11.0,7.5,0.2255435,0.4,7.0,2.5
40201,2008-07-30,25,6.0,5.0,11.521739,27.0,7.0,25.0,0.029,0.055,9.0,47.0,0.8487580000000001,4.15,10.0,7.5,0.2336955,0.5,8.0,4.0
40215,2008-07-31,25,6.0,5.0,11.333333,41.0,15.0,39.0,0.0564,0.08800000000000001,7.0,132.0,0.9607144999999999,2.8,13.0,3.25,0.4383335,0.6499999999999999,12.0,5.5
40230,2008-08-01,25,6.0,5.0,16.478261,50.0,7.0,47.0,0.030417000000000007,0.061,9.0,54.0,1.445652,6.15,13.5,9.0,0.634511,1.0,8.5,7.25
40245,2008-08-02,25,6.0,5.0,5.826087,10.0,17.0,9.0,0.016708,0.026,9.0,22.0,0.043167500000000004,0.6499999999999999,13.0,2.5,0.755525,0.9,21.5,8.0
40260,2008-08-03,25,6.0,5.0,5.608696,12.0,18.0,11.0,0.018042,0.026,8.0,22.0,0.0,0.0,1.0,1.5,0.8934785,0.95,9.0,7.75
40275,2008-08-04,25,6.0,5.0,7.304347999999999,14.0,22.0,13.0,0.026583,0.045,9.0,38.0,0.22298099999999998,1.0,13.0,1.5,1.057699,1.25,9.0,10.5
40290,2008-08-05,25,6.0,5.0,9.782609,25.0,7.0,24.0,0.03025,0.049,9.0,42.0,0.08633550000000001,0.6499999999999999,8.0,2.25,1.040036,1.35,6.0,10.5
40304,2008-08-06,25,6.0,5.0,12.086957,38.0,6.0,36.0,0.030958,0.049,9.0,42.0,0.7192545,3.0,11.0,4.5,0.9402174999999999,1.6,7.0,10.5
40318,2008-08-07,25,6.0,5.0,17.043478,42.0,20.0,40.0,0.021958,0.036000000000000004,10.0,31.0,0.17981350000000001,1.0,21.5,1.0,1.0864129999999999,1.8,21.5,13.0
40333,2008-08-08,25,6.0,5.0,13.047619,34.0,19.0,32.0,0.0222,0.034,9.0,29.0,0.0,0.0,1.0,0.25,0.9014285,1.35,3.0,13.0
40348,2008-08-09,25,6.0,5.0,9.478261,19.0,0.0,18.0,0.030417000000000007,0.057,10.0,48.0,0.043167500000000004,0.6499999999999999,13.5,1.5,0.705797,0.95,3.5,7.75
40363,2008-08-10,25,6.0,5.0,5.1304349999999985,15.0,6.0,14.0,0.031375,0.049,11.0,42.0,0.2661495,2.15,10.0,4.75,0.49302500000000005,0.7,3.5,6.25
40378,2008-08-11,25,6.0,5.0,11.043478,24.0,7.0,23.0,0.031042,0.055,10.0,47.0,0.2158385,0.8,12.5,1.0,0.374547,0.6,8.5,4.75
40393,2008-08-12,25,6.0,5.0,12.608696,23.0,21.0,22.0,0.021833,0.039,9.0,33.0,0.3596275,1.65,13.0,2.5,0.572645,0.8999999999999999,8.0,6.75
40408,2008-08-13,25,6.0,5.0,9.73913,24.0,7.0,23.0,0.026875,0.049,11.0,42.0,0.0,0.0,1.0,0.25,0.69375,1.0,7.0,7.0
40423,2008-08-14,25,6.0,5.0,14.652174,34.0,20.0,32.0,0.026958,0.044,11.0,37.0,0.0,0.0,1.0,4.0,0.7512685,1.05,21.5,8.75
40438,2008-08-15,25,6.0,5.0,9.714286,19.0,20.0,18.0,0.0201,0.037000000000000005,10.0,31.0,0.659524,1.65,13.0,4.5,0.6690475,0.9,3.0,8.25
40453,2008-08-16,25,6.0,5.0,8.826087,15.0,3.0,14.0,0.028875,0.06,8.0,51.0,1.2158384999999998,2.6500000000000004,14.0,3.25,0.6362315000000001,0.75,7.0,6.75
40468,2008-08-17,25,6.0,5.0,5.652174,10.0,6.0,9.0,0.025667,0.043,9.0,36.0,0.2807455,0.8,7.0,0.75,0.6466485,0.75,3.0,6.75
40483,2008-08-18,25,6.0,5.0,9.086957,24.0,20.0,23.0,0.03025,0.057,9.0,48.0,0.812733,3.0,16.5,5.5,0.6362315000000001,0.95,6.5,7.5
40498,2008-08-19,25,6.0,5.0,4.26087,10.0,5.0,9.0,0.034583,0.046,10.0,39.0,0.043167500000000004,0.6499999999999999,11.0,1.75,0.31404,0.55,0.0,5.75
40513,2008-08-20,25,6.0,5.0,7.652174,20.0,5.0,19.0,0.0365,0.054000000000000006,10.0,46.0,0.08633550000000001,0.6499999999999999,13.5,1.0,0.1553445,0.3,2.5,1.75
40528,2008-08-21,25,6.0,5.0,12.521739,48.0,7.0,45.0,0.030042000000000006,0.055,9.0,47.0,1.4745345,5.15,12.5,7.5,0.479348,1.1,8.5,7.25
40543,2008-08-22,25,6.0,5.0,10.047619,28.0,22.0,26.0,0.0227,0.042,7.0,36.0,0.267857,1.2999999999999998,16.0,3.0,0.6141665000000001,0.75,13.0,6.75
40558,2008-08-23,25,6.0,5.0,8.260869999999999,20.0,19.0,19.0,0.025792,0.049,10.0,42.0,0.08633550000000001,0.8,1.0,1.5,0.765942,0.8500000000000001,4.5,7.25
